interactionId,date,customerIdx,empNo,empName,type,outcomeScore,accountHolderId,policyAccountNumber,customerId,customerName
1498,2014-09-07T03:56:14.592Z,405,10453,"Matzel, Tsvetan",other,positive,Y482ZR45Y,4990 899 9748-39,E0VW45PV05F,Jaime Welton
1499,2010-12-27T06:05:18.297Z,405,10453,"Matzel, Tsvetan",complaint,negative,Y482ZR45Y,4990 899 9748-39,E0VW45PV05F,Jaime Welton
1500,2010-09-04T18:25:24.154Z,406,10735,"Gewali, Morrie",beneficiarychange,negative,Q898IE21Q,5701 164 5481-45,E0DZ38OU00O,Moises Loewer
1501,2016-02-09T12:08:55.820Z,406,10735,"Gewali, Morrie",policychange,positive,Q898IE21Q,5701 164 5481-45,E0DZ38OU00O,Moises Loewer
1502,2013-03-28T02:20:05.123Z,406,10735,"Gewali, Morrie",complaint,negative,Q898IE21Q,5701 164 5481-45,E0DZ38OU00O,Moises Loewer
1503,2010-10-25T20:45:15.219Z,406,10735,"Gewali, Morrie",question,neutral,Q898IE21Q,5701 164 5481-45,E0DZ38OU00O,Moises Loewer
1504,2015-01-03T21:30:08.542Z,406,10735,"Gewali, Morrie",question,positive,Q898IE21Q,5701 164 5481-45,E0DZ38OU00O,Moises Loewer
1505,2017-02-13T18:21:28.269Z,407,10781,"Leuchs, Patricio",question,positive,U592EX46Z,6812 980 2098-86,O8QB64CT07L,Glenn Burbage
1506,2016-03-12T05:48:04.006Z,407,10781,"Leuchs, Patricio",complaint,negative,U592EX46Z,6812 980 2098-86,O8QB64CT07L,Glenn Burbage
1507,2018-02-20T07:46:28.275Z,407,10781,"Leuchs, Patricio",question,neutral,U592EX46Z,6812 980 2098-86,O8QB64CT07L,Glenn Burbage
1508,2011-08-05T23:42:29.894Z,407,10781,"Leuchs, Patricio",cancel,negative,U592EX46Z,6812 980 2098-86,O8QB64CT07L,Glenn Burbage
1509,2011-08-14T06:18:10.630Z,407,10781,"Leuchs, Patricio",complaint,negative,U592EX46Z,6812 980 2098-86,O8QB64CT07L,Glenn Burbage
1510,2013-01-14T22:43:50.204Z,408,10466,"Himler, Jiakeng",question,neutral,H213KV58L,0304 276 5725-43,Q4YG49LT56O,Cody Keeny
1511,2011-05-18T21:12:18.442Z,408,10466,"Himler, Jiakeng",cancel,negative,H213KV58L,0304 276 5725-43,Q4YG49LT56O,Cody Keeny
1512,2012-07-21T04:34:38.692Z,408,10466,"Himler, Jiakeng",cancel,negative,H213KV58L,0304 276 5725-43,Q4YG49LT56O,Cody Keeny
1513,2012-03-09T12:25:28.629Z,408,10466,"Himler, Jiakeng",question,negative,H213KV58L,0304 276 5725-43,Q4YG49LT56O,Cody Keeny
1514,2016-03-20T04:06:41.625Z,409,10926,"Eppinger, Leni",beneficiarychange,negative,L113ML28K,6452 494 1971-08,Y3XA44KC34A,Corrie Gretz
1515,2016-08-13T12:18:25.057Z,409,10926,"Eppinger, Leni",other,negative,L113ML28K,6452 494 1971-08,Y3XA44KC34A,Corrie Gretz
1516,2010-03-29T23:13:34.409Z,409,10926,"Eppinger, Leni",cancel,negative,L113ML28K,6452 494 1971-08,Y3XA44KC34A,Corrie Gretz
1517,2012-05-27T17:47:12.835Z,410,10773,"Bahr, Avishai",other,negative,L113ML28K,5360 783 6805-26,Y3XA44KC34A,Corrie Gretz
1518,2010-10-24T00:27:17.729Z,410,10773,"Bahr, Avishai",policychange,positive,L113ML28K,5360 783 6805-26,Y3XA44KC34A,Corrie Gretz
1519,2014-04-24T11:09:37.164Z,411,10279,"Jumpertz, Barton",other,negative,L113ML28K,7379 396 3242-27,Y3XA44KC34A,Corrie Gretz
1520,2015-12-15T19:51:56.678Z,411,10279,"Jumpertz, Barton",question,neutral,L113ML28K,7379 396 3242-27,Y3XA44KC34A,Corrie Gretz
1521,2015-09-13T16:47:19.301Z,411,10279,"Jumpertz, Barton",beneficiarychange,positive,L113ML28K,7379 396 3242-27,Y3XA44KC34A,Corrie Gretz
1522,2017-11-17T03:07:16.724Z,411,10279,"Jumpertz, Barton",beneficiarychange,negative,L113ML28K,7379 396 3242-27,Y3XA44KC34A,Corrie Gretz
1523,2011-03-22T07:50:18.085Z,411,10279,"Jumpertz, Barton",beneficiarychange,positive,L113ML28K,7379 396 3242-27,Y3XA44KC34A,Corrie Gretz
1524,2011-12-12T03:15:34.449Z,412,10387,"Wrigley, Parto",question,neutral,L113ML28K,4687 099 7944-96,Y3XA44KC34A,Corrie Gretz
1525,2013-07-08T04:35:22.416Z,412,10387,"Wrigley, Parto",beneficiarychange,positive,L113ML28K,4687 099 7944-96,Y3XA44KC34A,Corrie Gretz
1526,2017-06-20T17:03:38.936Z,413,10954,"Burnard, Ranga",beneficiarychange,positive,H231HC57A,7556 816 3732-95,A0ZI30NH03Q,Bree Oharra
1527,2014-05-01T09:38:31.340Z,413,10954,"Burnard, Ranga",complaint,negative,H231HC57A,7556 816 3732-95,A0ZI30NH03Q,Bree Oharra
1528,2013-01-05T02:37:10.274Z,414,10926,"Eppinger, Leni",beneficiarychange,positive,H231HC57A,9395 003 9632-46,A0ZI30NH03Q,Bree Oharra
1529,2018-03-17T08:32:54.012Z,414,10926,"Eppinger, Leni",other,positive,H231HC57A,9395 003 9632-46,A0ZI30NH03Q,Bree Oharra
1530,2018-06-26T00:21:35.206Z,414,10926,"Eppinger, Leni",renewal,positive,H231HC57A,9395 003 9632-46,A0ZI30NH03Q,Bree Oharra
1531,2017-10-30T01:03:09.182Z,414,10926,"Eppinger, Leni",question,negative,H231HC57A,9395 003 9632-46,A0ZI30NH03Q,Bree Oharra
1532,2012-12-27T17:32:35.894Z,414,10926,"Eppinger, Leni",other,negative,H231HC57A,9395 003 9632-46,A0ZI30NH03Q,Bree Oharra
1533,2016-02-22T18:01:59.137Z,414,10926,"Eppinger, Leni",question,positive,H231HC57A,9395 003 9632-46,A0ZI30NH03Q,Bree Oharra
1534,2010-07-08T16:00:20.665Z,414,10926,"Eppinger, Leni",cancel,negative,H231HC57A,9395 003 9632-46,A0ZI30NH03Q,Bree Oharra
1535,2013-10-21T23:43:37.107Z,414,10926,"Eppinger, Leni",question,neutral,H231HC57A,9395 003 9632-46,A0ZI30NH03Q,Bree Oharra
1536,2010-04-04T10:48:42.174Z,414,10926,"Eppinger, Leni",complaint,negative,H231HC57A,9395 003 9632-46,A0ZI30NH03Q,Bree Oharra
1537,2011-05-29T03:35:06.435Z,415,10836,"Leivant, Jianhua",policychange,negative,H231HC57A,4730 512 2200-73,A0ZI30NH03Q,Bree Oharra
1538,2013-07-09T19:25:52.534Z,415,10836,"Leivant, Jianhua",other,positive,H231HC57A,4730 512 2200-73,A0ZI30NH03Q,Bree Oharra
1539,2013-04-14T13:13:59.462Z,417,10154,"Thibadeau, Abdulah",renewal,positive,Y502FZ33P,6471 935 9606-92,Y2CP18DH21D,Pearle Deglanville
1540,2012-09-18T02:39:41.180Z,417,10154,"Thibadeau, Abdulah",policychange,negative,Y502FZ33P,6471 935 9606-92,Y2CP18DH21D,Pearle Deglanville
1541,2013-02-20T06:05:46.641Z,419,10465,"Shackel, Claudi",cancel,negative,Y502FZ33P,4595 381 5219-78,Y2CP18DH21D,Pearle Deglanville
1542,2012-03-09T05:30:32.695Z,420,10349,"Brodie, Oksana",other,positive,Y502FZ33P,6724 448 4649-37,Y2CP18DH21D,Pearle Deglanville
1543,2017-05-18T06:22:24.113Z,420,10349,"Brodie, Oksana",other,negative,Y502FZ33P,6724 448 4649-37,Y2CP18DH21D,Pearle Deglanville
1544,2013-09-07T21:33:47.625Z,420,10349,"Brodie, Oksana",beneficiarychange,negative,Y502FZ33P,6724 448 4649-37,Y2CP18DH21D,Pearle Deglanville
1545,2012-01-15T08:14:46.311Z,420,10349,"Brodie, Oksana",policychange,positive,Y502FZ33P,6724 448 4649-37,Y2CP18DH21D,Pearle Deglanville
1546,2011-01-29T18:01:31.724Z,420,10349,"Brodie, Oksana",policychange,negative,Y502FZ33P,6724 448 4649-37,Y2CP18DH21D,Pearle Deglanville
1547,2010-07-13T02:17:36.910Z,421,10432,"Tiemann, Hisao",beneficiarychange,positive,N849EG43V,4649 608 2852-55,K5MF89VU71T,Milan Seawood
1548,2013-02-23T02:56:58.612Z,421,10432,"Tiemann, Hisao",cancel,negative,N849EG43V,4649 608 2852-55,K5MF89VU71T,Milan Seawood
1549,2013-06-27T14:47:52.432Z,421,10432,"Tiemann, Hisao",renewal,positive,N849EG43V,4649 608 2852-55,K5MF89VU71T,Milan Seawood
1550,2014-01-20T10:53:24.173Z,421,10432,"Tiemann, Hisao",cancel,negative,N849EG43V,4649 608 2852-55,K5MF89VU71T,Milan Seawood
1551,2012-03-28T04:39:58.195Z,422,10693,"Daescu, Berhard",question,neutral,K742NG17P,8990 021 4373-33,S4XO12YN42Y,Alexis Palsgrove
1552,2017-11-09T22:08:38.787Z,422,10693,"Daescu, Berhard",question,negative,K742NG17P,8990 021 4373-33,S4XO12YN42Y,Alexis Palsgrove
1553,2017-03-17T23:35:23.777Z,422,10693,"Daescu, Berhard",other,positive,K742NG17P,8990 021 4373-33,S4XO12YN42Y,Alexis Palsgrove
1554,2010-10-08T17:06:46.597Z,422,10693,"Daescu, Berhard",question,negative,K742NG17P,8990 021 4373-33,S4XO12YN42Y,Alexis Palsgrove
1555,2018-05-23T02:49:53.687Z,422,10693,"Daescu, Berhard",other,positive,K742NG17P,8990 021 4373-33,S4XO12YN42Y,Alexis Palsgrove
1556,2010-02-18T15:53:39.910Z,422,10693,"Daescu, Berhard",question,neutral,K742NG17P,8990 021 4373-33,S4XO12YN42Y,Alexis Palsgrove
1557,2017-06-16T23:40:11.764Z,422,10693,"Daescu, Berhard",beneficiarychange,positive,K742NG17P,8990 021 4373-33,S4XO12YN42Y,Alexis Palsgrove
1558,2013-02-18T05:38:05.454Z,422,10693,"Daescu, Berhard",beneficiarychange,positive,K742NG17P,8990 021 4373-33,S4XO12YN42Y,Alexis Palsgrove
1559,2015-06-17T14:55:05.892Z,422,10693,"Daescu, Berhard",question,positive,K742NG17P,8990 021 4373-33,S4XO12YN42Y,Alexis Palsgrove
1560,2015-08-24T19:39:29.879Z,423,10210,"Alpin, Yuping",other,negative,Z784NL45Q,4288 958 2339-93,L7DW02RQ05C,Alfred Faraldo
1561,2015-09-25T17:26:19.585Z,423,10210,"Alpin, Yuping",other,negative,Z784NL45Q,4288 958 2339-93,L7DW02RQ05C,Alfred Faraldo
1562,2015-07-23T20:33:15.088Z,423,10210,"Alpin, Yuping",other,positive,Z784NL45Q,4288 958 2339-93,L7DW02RQ05C,Alfred Faraldo
1563,2012-02-16T16:37:22.649Z,423,10210,"Alpin, Yuping",renewal,positive,Z784NL45Q,4288 958 2339-93,L7DW02RQ05C,Alfred Faraldo
1564,2010-03-05T16:21:18.778Z,424,10060,"Billingsley, Breannda",other,negative,X649TO15Z,8320 806 4190-81,L3IL71NR22F,Refugia Struyk
1565,2018-04-14T14:41:38.966Z,424,10060,"Billingsley, Breannda",policychange,negative,X649TO15Z,8320 806 4190-81,L3IL71NR22F,Refugia Struyk
1566,2011-01-30T23:08:43.272Z,424,10060,"Billingsley, Breannda",beneficiarychange,negative,X649TO15Z,8320 806 4190-81,L3IL71NR22F,Refugia Struyk
1567,2012-10-06T20:17:09.679Z,424,10060,"Billingsley, Breannda",beneficiarychange,negative,X649TO15Z,8320 806 4190-81,L3IL71NR22F,Refugia Struyk
1568,2013-06-03T00:07:25.401Z,425,10219,"Kolvik, Genta",renewal,positive,X649TO15Z,5668 084 3435-38,L3IL71NR22F,Refugia Struyk
1569,2010-11-14T12:53:53.514Z,425,10219,"Kolvik, Genta",cancel,negative,X649TO15Z,5668 084 3435-38,L3IL71NR22F,Refugia Struyk
1570,2014-05-26T16:33:27.581Z,425,10219,"Kolvik, Genta",question,negative,X649TO15Z,5668 084 3435-38,L3IL71NR22F,Refugia Struyk
1571,2015-08-05T14:32:08.679Z,425,10219,"Kolvik, Genta",question,negative,X649TO15Z,5668 084 3435-38,L3IL71NR22F,Refugia Struyk
1572,2014-01-29T12:47:53.786Z,425,10219,"Kolvik, Genta",question,positive,X649TO15Z,5668 084 3435-38,L3IL71NR22F,Refugia Struyk
1573,2013-08-18T03:47:14.460Z,426,10617,"Angel, Hidekazu",other,negative,U474TF85L,0102 970 8252-61,K7MQ44SW95T,Eric Warwick
1574,2011-07-20T15:04:16.320Z,426,10617,"Angel, Hidekazu",policychange,positive,U474TF85L,0102 970 8252-61,K7MQ44SW95T,Eric Warwick
1575,2017-10-08T17:32:08.309Z,426,10617,"Angel, Hidekazu",policychange,negative,U474TF85L,0102 970 8252-61,K7MQ44SW95T,Eric Warwick
1576,2013-12-14T04:24:39.444Z,426,10617,"Angel, Hidekazu",other,positive,U474TF85L,0102 970 8252-61,K7MQ44SW95T,Eric Warwick
1577,2011-04-22T14:15:27.062Z,427,10088,"Syrzycki, Jungsoon",question,neutral,U474TF85L,2878 423 8107-48,K7MQ44SW95T,Eric Warwick
1578,2012-09-28T10:13:56.000Z,427,10088,"Syrzycki, Jungsoon",policychange,negative,U474TF85L,2878 423 8107-48,K7MQ44SW95T,Eric Warwick
1579,2014-01-16T10:32:18.850Z,427,10088,"Syrzycki, Jungsoon",question,negative,U474TF85L,2878 423 8107-48,K7MQ44SW95T,Eric Warwick
1580,2018-04-05T11:34:26.419Z,427,10088,"Syrzycki, Jungsoon",cancel,negative,U474TF85L,2878 423 8107-48,K7MQ44SW95T,Eric Warwick
1581,2013-04-07T14:52:12.051Z,427,10088,"Syrzycki, Jungsoon",policychange,negative,U474TF85L,2878 423 8107-48,K7MQ44SW95T,Eric Warwick
1582,2015-01-21T03:02:57.593Z,429,10856,"Peck, Sreenivas",beneficiarychange,positive,U474TF85L,2063 942 0357-15,K7MQ44SW95T,Eric Warwick
1583,2014-12-04T00:55:53.293Z,429,10856,"Peck, Sreenivas",renewal,positive,U474TF85L,2063 942 0357-15,K7MQ44SW95T,Eric Warwick
1584,2011-05-23T01:56:30.954Z,429,10856,"Peck, Sreenivas",question,neutral,U474TF85L,2063 942 0357-15,K7MQ44SW95T,Eric Warwick
1585,2010-01-20T06:27:21.974Z,429,10856,"Peck, Sreenivas",question,positive,U474TF85L,2063 942 0357-15,K7MQ44SW95T,Eric Warwick
1586,2016-10-30T00:55:48.127Z,429,10856,"Peck, Sreenivas",other,positive,U474TF85L,2063 942 0357-15,K7MQ44SW95T,Eric Warwick
1587,2013-02-07T07:11:59.385Z,430,10115,"Rissland, Chikara",question,positive,X077DI93C,2263 591 3894-28,R2RZ49ZN04T,Dacia Jhingree
1588,2011-08-12T12:48:15.433Z,430,10115,"Rissland, Chikara",question,negative,X077DI93C,2263 591 3894-28,R2RZ49ZN04T,Dacia Jhingree
1589,2010-12-27T03:57:53.306Z,430,10115,"Rissland, Chikara",policychange,positive,X077DI93C,2263 591 3894-28,R2RZ49ZN04T,Dacia Jhingree
1590,2013-06-24T18:47:44.641Z,431,10183,"Bonifati, Mechthild",cancel,negative,N463NY97V,1609 828 4099-91,F3IA62KY54H,Myong Bartlone
1591,2017-08-28T06:12:16.318Z,431,10183,"Bonifati, Mechthild",renewal,positive,N463NY97V,1609 828 4099-91,F3IA62KY54H,Myong Bartlone
1592,2014-04-11T15:44:19.865Z,431,10183,"Bonifati, Mechthild",policychange,negative,N463NY97V,1609 828 4099-91,F3IA62KY54H,Myong Bartlone
1593,2012-05-13T14:25:04.932Z,431,10183,"Bonifati, Mechthild",renewal,positive,N463NY97V,1609 828 4099-91,F3IA62KY54H,Myong Bartlone
1594,2010-10-29T13:36:27.596Z,431,10183,"Bonifati, Mechthild",policychange,positive,N463NY97V,1609 828 4099-91,F3IA62KY54H,Myong Bartlone
1595,2013-09-03T07:36:58.428Z,431,10183,"Bonifati, Mechthild",beneficiarychange,negative,N463NY97V,1609 828 4099-91,F3IA62KY54H,Myong Bartlone
1596,2016-07-05T00:37:44.672Z,431,10183,"Bonifati, Mechthild",policychange,negative,N463NY97V,1609 828 4099-91,F3IA62KY54H,Myong Bartlone
1597,2013-11-09T00:29:21.318Z,431,10183,"Bonifati, Mechthild",other,negative,N463NY97V,1609 828 4099-91,F3IA62KY54H,Myong Bartlone
1598,2012-09-30T01:54:51.388Z,432,10781,"Leuchs, Patricio",other,negative,N463NY97V,3348 230 5708-43,F3IA62KY54H,Myong Bartlone
1599,2016-03-25T23:24:21.600Z,432,10781,"Leuchs, Patricio",beneficiarychange,positive,N463NY97V,3348 230 5708-43,F3IA62KY54H,Myong Bartlone
1600,2014-08-21T17:08:22.237Z,432,10781,"Leuchs, Patricio",other,positive,N463NY97V,3348 230 5708-43,F3IA62KY54H,Myong Bartlone
1601,2017-12-28T19:58:29.272Z,432,10781,"Leuchs, Patricio",other,positive,N463NY97V,3348 230 5708-43,F3IA62KY54H,Myong Bartlone
1602,2014-11-08T17:51:09.977Z,432,10781,"Leuchs, Patricio",other,positive,N463NY97V,3348 230 5708-43,F3IA62KY54H,Myong Bartlone
1603,2016-01-09T04:28:57.833Z,432,10781,"Leuchs, Patricio",cancel,negative,N463NY97V,3348 230 5708-43,F3IA62KY54H,Myong Bartlone
1604,2015-03-28T02:48:42.582Z,432,10781,"Leuchs, Patricio",beneficiarychange,negative,N463NY97V,3348 230 5708-43,F3IA62KY54H,Myong Bartlone
1605,2016-11-03T05:44:51.695Z,434,10771,"Kleiser, Guiseppe",other,negative,U196OY55R,5870 281 0063-11,K4YE32VO10E,Ciera Dionisio
1606,2014-09-22T22:48:16.151Z,434,10771,"Kleiser, Guiseppe",question,negative,U196OY55R,5870 281 0063-11,K4YE32VO10E,Ciera Dionisio
1607,2016-10-29T12:20:04.174Z,434,10771,"Kleiser, Guiseppe",other,negative,U196OY55R,5870 281 0063-11,K4YE32VO10E,Ciera Dionisio
1608,2011-02-17T02:41:55.982Z,434,10771,"Kleiser, Guiseppe",policychange,negative,U196OY55R,5870 281 0063-11,K4YE32VO10E,Ciera Dionisio
1609,2010-07-09T09:29:51.877Z,434,10771,"Kleiser, Guiseppe",question,positive,U196OY55R,5870 281 0063-11,K4YE32VO10E,Ciera Dionisio
1610,2010-07-02T03:34:42.804Z,435,10865,"Etalle, Danco",question,negative,U196OY55R,2940 110 1241-94,K4YE32VO10E,Ciera Dionisio
1611,2013-01-22T06:07:02.049Z,435,10865,"Etalle, Danco",cancel,negative,U196OY55R,2940 110 1241-94,K4YE32VO10E,Ciera Dionisio
1612,2015-01-25T08:41:58.244Z,435,10865,"Etalle, Danco",complaint,negative,U196OY55R,2940 110 1241-94,K4YE32VO10E,Ciera Dionisio
1613,2017-06-25T12:22:30.759Z,435,10865,"Etalle, Danco",question,positive,U196OY55R,2940 110 1241-94,K4YE32VO10E,Ciera Dionisio
1614,2017-05-30T04:03:12.819Z,435,10865,"Etalle, Danco",other,negative,U196OY55R,2940 110 1241-94,K4YE32VO10E,Ciera Dionisio
1615,2014-02-01T14:05:32.586Z,436,10112,"Swick, Yuichiro",other,positive,V611GV37V,5435 002 5632-50,L8UR36HO21Z,Allyson Dicastro
1616,2016-09-09T07:12:34.226Z,436,10112,"Swick, Yuichiro",complaint,negative,V611GV37V,5435 002 5632-50,L8UR36HO21Z,Allyson Dicastro
1617,2011-12-18T15:33:41.269Z,436,10112,"Swick, Yuichiro",complaint,negative,V611GV37V,5435 002 5632-50,L8UR36HO21Z,Allyson Dicastro
1618,2013-08-09T06:10:55.913Z,436,10112,"Swick, Yuichiro",other,negative,V611GV37V,5435 002 5632-50,L8UR36HO21Z,Allyson Dicastro
1619,2013-11-02T00:10:25.215Z,437,10946,"Kabayashi, Shaz",cancel,negative,V611GV37V,4631 760 6008-73,L8UR36HO21Z,Allyson Dicastro
1620,2014-10-12T15:53:18.568Z,437,10946,"Kabayashi, Shaz",other,negative,V611GV37V,4631 760 6008-73,L8UR36HO21Z,Allyson Dicastro
1621,2014-01-06T05:03:16.273Z,437,10946,"Kabayashi, Shaz",beneficiarychange,negative,V611GV37V,4631 760 6008-73,L8UR36HO21Z,Allyson Dicastro
1622,2014-04-24T21:21:11.348Z,437,10946,"Kabayashi, Shaz",cancel,negative,V611GV37V,4631 760 6008-73,L8UR36HO21Z,Allyson Dicastro
1623,2013-11-07T03:52:48.947Z,437,10946,"Kabayashi, Shaz",question,negative,V611GV37V,4631 760 6008-73,L8UR36HO21Z,Allyson Dicastro
1624,2010-01-19T17:15:49.749Z,438,10697,"Hiltgen, Bluma",other,negative,F165HX64B,3905 203 1573-18,L8SW65PO67F,Dolly Murad
1625,2011-10-31T11:15:48.979Z,438,10697,"Hiltgen, Bluma",beneficiarychange,positive,F165HX64B,3905 203 1573-18,L8SW65PO67F,Dolly Murad
1626,2014-06-25T14:18:34.129Z,438,10697,"Hiltgen, Bluma",policychange,negative,F165HX64B,3905 203 1573-18,L8SW65PO67F,Dolly Murad
1627,2017-04-01T00:51:04.237Z,438,10697,"Hiltgen, Bluma",question,negative,F165HX64B,3905 203 1573-18,L8SW65PO67F,Dolly Murad
1628,2017-01-09T00:07:08.991Z,438,10697,"Hiltgen, Bluma",beneficiarychange,positive,F165HX64B,3905 203 1573-18,L8SW65PO67F,Dolly Murad
1629,2017-06-13T12:12:24.356Z,439,10164,"Braunmuhl, Jagoda",other,negative,D490QN41O,1770 856 3894-27,Q6EN33AK42D,Alyce Carwile
1630,2015-04-18T21:05:10.118Z,439,10164,"Braunmuhl, Jagoda",renewal,positive,D490QN41O,1770 856 3894-27,Q6EN33AK42D,Alyce Carwile
1631,2012-10-26T20:43:10.206Z,439,10164,"Braunmuhl, Jagoda",beneficiarychange,positive,D490QN41O,1770 856 3894-27,Q6EN33AK42D,Alyce Carwile
1632,2018-05-19T12:07:12.911Z,439,10164,"Braunmuhl, Jagoda",cancel,negative,D490QN41O,1770 856 3894-27,Q6EN33AK42D,Alyce Carwile
1633,2011-01-14T23:59:20.408Z,439,10164,"Braunmuhl, Jagoda",renewal,positive,D490QN41O,1770 856 3894-27,Q6EN33AK42D,Alyce Carwile
1634,2010-04-15T09:26:29.032Z,439,10164,"Braunmuhl, Jagoda",complaint,negative,D490QN41O,1770 856 3894-27,Q6EN33AK42D,Alyce Carwile
1635,2012-04-28T02:01:02.033Z,439,10164,"Braunmuhl, Jagoda",other,positive,D490QN41O,1770 856 3894-27,Q6EN33AK42D,Alyce Carwile
1636,2012-11-12T22:36:20.396Z,440,10049,"Tramer, Basil",complaint,negative,D490QN41O,8666 680 3144-81,Q6EN33AK42D,Alyce Carwile
1637,2010-09-04T05:21:47.369Z,440,10049,"Tramer, Basil",other,positive,D490QN41O,8666 680 3144-81,Q6EN33AK42D,Alyce Carwile
1638,2017-09-11T20:10:39.351Z,440,10049,"Tramer, Basil",other,positive,D490QN41O,8666 680 3144-81,Q6EN33AK42D,Alyce Carwile
1639,2013-09-09T09:16:56.454Z,440,10049,"Tramer, Basil",complaint,negative,D490QN41O,8666 680 3144-81,Q6EN33AK42D,Alyce Carwile
1640,2013-09-01T17:11:33.854Z,440,10049,"Tramer, Basil",policychange,positive,D490QN41O,8666 680 3144-81,Q6EN33AK42D,Alyce Carwile
1641,2012-04-26T01:05:48.187Z,440,10049,"Tramer, Basil",beneficiarychange,positive,D490QN41O,8666 680 3144-81,Q6EN33AK42D,Alyce Carwile
1642,2010-07-22T12:08:21.737Z,440,10049,"Tramer, Basil",cancel,negative,D490QN41O,8666 680 3144-81,Q6EN33AK42D,Alyce Carwile
1643,2011-09-07T12:42:40.526Z,441,10432,"Tiemann, Hisao",cancel,negative,D490QN41O,5844 395 2080-61,Q6EN33AK42D,Alyce Carwile
1644,2011-06-01T17:05:41.070Z,441,10432,"Tiemann, Hisao",policychange,positive,D490QN41O,5844 395 2080-61,Q6EN33AK42D,Alyce Carwile
1645,2010-05-11T16:56:25.067Z,441,10432,"Tiemann, Hisao",complaint,negative,D490QN41O,5844 395 2080-61,Q6EN33AK42D,Alyce Carwile
1646,2017-07-13T08:15:15.644Z,441,10432,"Tiemann, Hisao",cancel,negative,D490QN41O,5844 395 2080-61,Q6EN33AK42D,Alyce Carwile
1647,2011-07-02T20:33:18.807Z,441,10432,"Tiemann, Hisao",question,negative,D490QN41O,5844 395 2080-61,Q6EN33AK42D,Alyce Carwile
1648,2013-08-18T13:48:32.028Z,442,10154,"Thibadeau, Abdulah",question,negative,E183VD80I,8953 008 3173-08,T6HN13VC62T,Layla Fagerlund
1649,2011-04-29T12:27:04.720Z,442,10154,"Thibadeau, Abdulah",other,negative,E183VD80I,8953 008 3173-08,T6HN13VC62T,Layla Fagerlund
1650,2016-12-16T10:24:29.438Z,442,10154,"Thibadeau, Abdulah",other,negative,E183VD80I,8953 008 3173-08,T6HN13VC62T,Layla Fagerlund
1651,2011-03-05T21:40:18.105Z,442,10154,"Thibadeau, Abdulah",question,positive,E183VD80I,8953 008 3173-08,T6HN13VC62T,Layla Fagerlund
1652,2011-02-20T01:19:21.528Z,442,10154,"Thibadeau, Abdulah",cancel,negative,E183VD80I,8953 008 3173-08,T6HN13VC62T,Layla Fagerlund
1653,2013-12-16T05:28:55.644Z,443,10779,"Yavatkar, Mori",policychange,positive,E183VD80I,5742 405 5225-89,T6HN13VC62T,Layla Fagerlund
1654,2013-09-12T00:12:46.139Z,443,10779,"Yavatkar, Mori",question,negative,E183VD80I,5742 405 5225-89,T6HN13VC62T,Layla Fagerlund
1655,2015-12-07T05:36:37.441Z,444,10701,"Zolotykh, Hyuncheol",question,negative,E183VD80I,8052 024 2258-01,T6HN13VC62T,Layla Fagerlund
1656,2012-01-27T13:56:41.108Z,444,10701,"Zolotykh, Hyuncheol",other,negative,E183VD80I,8052 024 2258-01,T6HN13VC62T,Layla Fagerlund
1657,2013-04-01T13:24:40.796Z,444,10701,"Zolotykh, Hyuncheol",beneficiarychange,negative,E183VD80I,8052 024 2258-01,T6HN13VC62T,Layla Fagerlund
1658,2017-09-15T13:40:55.670Z,444,10701,"Zolotykh, Hyuncheol",other,negative,E183VD80I,8052 024 2258-01,T6HN13VC62T,Layla Fagerlund
1659,2012-04-04T10:44:40.576Z,445,10049,"Tramer, Basil",question,positive,T818TG78B,1120 316 1078-37,R2WA84UY43N,Kurtis Riech
1660,2017-08-16T19:27:53.961Z,445,10049,"Tramer, Basil",cancel,negative,T818TG78B,1120 316 1078-37,R2WA84UY43N,Kurtis Riech
1661,2017-05-11T10:03:27.073Z,445,10049,"Tramer, Basil",complaint,negative,T818TG78B,1120 316 1078-37,R2WA84UY43N,Kurtis Riech
1662,2018-04-16T23:10:06.725Z,445,10049,"Tramer, Basil",other,positive,T818TG78B,1120 316 1078-37,R2WA84UY43N,Kurtis Riech
1663,2011-11-30T21:05:17.496Z,446,10617,"Angel, Hidekazu",question,negative,T818TG78B,5524 843 3791-70,R2WA84UY43N,Kurtis Riech
1664,2010-05-29T20:12:52.092Z,446,10617,"Angel, Hidekazu",question,positive,T818TG78B,5524 843 3791-70,R2WA84UY43N,Kurtis Riech
1665,2014-05-16T03:24:13.513Z,446,10617,"Angel, Hidekazu",beneficiarychange,negative,T818TG78B,5524 843 3791-70,R2WA84UY43N,Kurtis Riech
1666,2014-01-09T17:17:56.207Z,446,10617,"Angel, Hidekazu",other,positive,T818TG78B,5524 843 3791-70,R2WA84UY43N,Kurtis Riech
1667,2017-04-28T18:56:49.541Z,447,10614,"Ozeri, Gila",other,negative,B650RW74U,7282 232 6968-83,F8DI10NV87H,Sally Shebchuk
1668,2015-12-21T04:01:03.843Z,447,10614,"Ozeri, Gila",beneficiarychange,positive,B650RW74U,7282 232 6968-83,F8DI10NV87H,Sally Shebchuk
1669,2015-03-27T21:18:45.597Z,447,10614,"Ozeri, Gila",beneficiarychange,negative,B650RW74U,7282 232 6968-83,F8DI10NV87H,Sally Shebchuk
